recipe_id,ingredient,cuisine
9067,jalapeno chilies,mexican
9067,purple onion,mexican
9067,chopped cilantro,mexican
16940,sugar,british
16940,salt,british
16940,baking powder,british
16940,extra sharp cheddar cheese,british
16940,heavy cream,british
16940,chopped fresh chives,british
16940,all-purpose flour,british
